,Match Datetime,campaign,Competition,Team name,sc_ra,sc_ca,sc_la,sc_md,sc_md_pic,Midfield,Right defence,Central defence,Left defence,Right attack,Central attack,Left attack,ISP attack,ISP defence,Tactic,Tactic skill,Average goals,Formation,Defender_number,Mid_number,Forward_number,Actual goals,Style of play,Total exp,spex,Orders,HomeOrAway,Team name_,Midfield_,Right defence_,Central defence_,Left defence_,Right attack_,Central attack_,Left attack_,ISP attack_,ISP defence_,Tactic_,Tactic skill_,Average goals_,Formation_,Defender_number_,Mid_number_,Forward_number_,Actual goals_,Style of play_,Total exp_,spex_,Orders_,HomeOrAway_,id,Opponent,Match Date,Tactic short,Match Type,T_C,Indiv Order
0,2026-09-18 20:00:00,94,Nations Cup,Hayastan,13.5699,15.297,14.5568,11.3407,9.5193,16.0,16.5,16.0,16.75,13.75,15.5,14.75,8.75,11.75,Normal,0,0,3-5-2,3,5,2,1,0,16,ZUEUEHHHQHTUQE,103010300,H,Perú,9.75,21.75,23.5,21.0,11.75,12.25,15.75,8.0,11.25,Counter-attacks,15,0,4-4-2,4,4,2,0,-8,13,ZQUEUUQUEUUEQU,2000004000.0,A,42114680,Per,2026-09-18,N,NC,bal,NN-O-NMNONMNN-
1,2026-09-11 20:00:00,94,Nations Cup,Hayastan,18.3314,8.7991,9.5323,8.3637,7.0205,9.75,21.25,25.0,22.75,18.75,9.0,9.75,9.25,12.5,Counter-attacks,18,0,4-4-2,4,4,2,0,-10,14,ZSUEHUQHEpQUQE,2042340,H,Al Maghrib ,13.0,20.25,19.75,19.0,11.75,13.0,11.75,9.5,12.0,Normal,0,0,3-5-2,3,5,2,0,-10,13,UUEPEHUTQUHQWE,3000300.0,A,42050835,Al ,2026-09-11,CA,NC,442ca,NNN-NDNW-DMWN-
2,2026-09-04 20:00:00,94,Nations Cup,Hayastan,17.0568,10.8974,10.4236,10.1516,8.5212,9.5,22.5,23.0,20.5,18.0,11.5,11.0,9.25,12.25,Counter-attacks,18,0,4-4-2,4,4,2,1,-10,14,ZSUEHUHQQEQUQE,2040300,A,Al Iraq,15.25,18.5,21.0,19.25,8.5,14.25,14.75,7.5,11.75,Normal,0,0,3-5-2,3,5,2,2,-1,11,ZUEPEQHHHQTTEH,3003001000.0,H,42014882,Al ,2026-09-04,CA,NC,442ca,NNN-NDNWN-MNN-
3,2026-08-28 20:00:00,94,Nations Cup,Hayastan,15.1037,16.0627,11.2678,10.7084,8.9887,15.25,18.0,15.25,11.0,15.75,16.75,11.75,9.0,11.0,Normal,0,0,2-5-3,2,5,3,3,2,12,ZSPEEEQUQHQUQP,100003000,H,Ītyoppya,7.5,26.25,23.25,27.0,13.25,5.75,12.5,6.0,10.75,Counter-attacks,22,0,5-3-2,5,3,2,1,-10,11,ZTUPQHQEEQUHEQ,404004040.0,A,41979671,Īty,2026-08-28,N,NC,bal,NNO---NNNNMNNN
4,2026-08-21 20:00:00,94,Nations Cup,Hayastan,13.4728,14.6976,13.7178,10.4714,8.7897,12.5,17.5,18.0,18.25,13.75,15.0,14.0,8.5,11.25,Normal,0,0,3-4-3,3,4,3,2,0,12,ZHEHESQHEQHPQU,103003000,H,Burkina Faso,7.25,23.0,23.0,23.0,11.5,4.0,11.75,7.25,11.0,Counter-attacks,18,0,5-4-1,5,4,1,0,-10,9,UQHHHUQQEpQEEQ,404004204.0,A,41943616,Bur,2026-08-21,N,NC,343,NN-O-NMN-NMNNN
5,2026-08-14 20:00:00,94,Nations Cup,Hayastan,14.8985,17.3816,17.6299,10.0977,8.476,12.0,16.25,15.25,16.75,15.0,17.5,17.75,9.0,11.25,Normal,0,0,3-4-3,3,4,3,1,1,14,ZHEHESHEHQQPQU,103000000,H,RD Congo,12.25,22.75,25.5,23.0,7.75,8.5,6.25,8.75,12.5,Normal,0,0,4-5-1,4,5,1,0,-10,12,ZTUEHHUHUHHEWE,2002300030.0,A,41895172,RD ,2026-08-14,N,NC,343,NN-O-NM-NNNNNN
6,2026-08-07 20:00:00,94,Nations Cup,Hayastan,15.1399,13.8783,17.9156,12.4711,10.4682,12.25,17.0,16.75,17.5,15.0,13.75,17.75,8.25,11.25,Normal,0,0,3-5-2,3,5,2,1,2,13,ZHEHESQHQHQEQU,4000,A,Al Kuwayt,12.0,14.25,16.0,15.0,7.25,13.5,14.5,7.0,9.25,Normal,0,0,3-5-2,3,5,2,0,0,11,ZPEHEUHHTQUPHE,3103004300.0,H,41872845,Al ,2026-08-07,N,NC,bal,NN-N-NNNNWN-NN
7,2026-07-31 20:00:00,94,Nations Cup,Hayastan,17.3109,13.6014,16.8163,10.2114,8.5714,11.75,16.25,15.5,16.75,17.5,13.75,17.0,8.5,11.25,Normal,0,0,3-5-2,3,5,2,1,0,14,ZHEHESQTHQHEQU,404000,H,Cyprus,13.75,15.75,16.0,13.0,11.25,14.25,11.25,7.5,9.75,Normal,0,0,3-5-2,3,5,2,2,5,9,ZHETPEUpTQQQEQ,2043201100.0,A,41845855,Cyp,2026-07-31,N,NC,bal,NN-N-NNWNWN-NN
8,2026-07-24 20:00:00,94,Nations Cup,Hayastan,10.2701,9.4998,10.2701,9.4518,7.9338,10.25,24.25,26.5,24.25,10.0,9.25,10.0,8.0,11.25,Counter-attacks,19,0,4-4-2,4,4,2,5,-10,12,ZSHEUHQQEQHUQE,0,H,Pakistan,12.25,11.5,9.75,11.0,17.25,18.5,16.0,9.0,10.25,Normal,0,0,2-5-3,2,5,3,1,10,10,QZEEEZQHPHHQUQ,0.0,A,41820620,Pak,2026-07-24,CA,NC,442ca,NNN-NNNN-NNNN-
9,2026-07-17 20:00:00,94,Nations Cup,Hayastan,13.6942,18.5125,16.7373,10.772,9.042,14.75,13.25,14.5,15.5,13.5,18.25,16.5,8.75,10.5,Normal,0,0,3-4-3,3,4,3,1,-10,14,ZUEUESHQEQQPQU,3003000,H,Misr,10.25,21.5,23.75,21.75,13.5,10.25,10.75,8.25,12.0,Counter-attacks,17,0,4-4-2,4,4,2,2,-10,12,ZQPETTUTEQUQEW,2002040000.0,A,41683748,Mis,2026-07-17,N,NC,343,NN-N-NMN-NMNNN
10,2026-07-10 20:00:00,94,Nations Cup,Hayastan,13.3801,15.1813,13.6374,10.8574,9.1137,11.75,17.5,17.25,17.25,13.0,14.75,13.25,8.25,11.0,Normal,0,0,3-5-2,3,5,2,2,0,14,ZUEUESHHQQQEPU,3010300,H,Curaçao,7.75,20.0,22.0,19.75,11.25,10.0,11.5,8.25,10.5,Counter-attacks,17,0,4-4-2,4,4,2,1,-10,11,ZHUEUZQUEQQWQE,0.0,A,41345763,Cur,2026-07-10,N,NC,bal,NN-N-NMNONM-NN
11,2026-07-03 20:00:00,94,Nations Cup,Hayastan,14.7549,16.79,13.7373,13.3356,11.1939,11.25,16.25,15.75,15.25,14.5,16.5,13.5,9.25,11.25,Normal,0,0,3-5-2,3,5,2,1,0,13,ZUEUESQQQUTEWQ,3010300,A,Al Urdun,11.25,17.25,17.0,17.5,13.0,13.75,12.5,7.5,10.75,Normal,0,0,3-5-2,3,5,2,2,-2,12,ZZEQEHQHHHUQEQ,103000300.0,H,41279488,Al ,2026-07-03,N,NC,bal,NN-N-NMNONM-NN
12,2026-06-26 20:00:00,94,Nations Cup,Hayastan,19.0796,21.3691,13.2285,12.8691,10.8023,10.0,13.75,12.0,10.25,18.75,21.0,13.0,9.0,10.25,Normal,0,0,2-5-3,2,5,3,0,6,13,ZSEEUEQQUQHUQH,101013000,A,Nepal,9.25,19.75,23.0,19.25,6.25,5.25,7.0,6.5,10.25,Pressing,10,0,4-5-1,4,5,1,0,-10,9,QUQESUHHQHHEPE,2002302230.0,H,41263685,Nep,2026-06-26,N,NC,bal,NN--O-NONOMNNN
13,2026-06-19 20:00:00,94,Friendly,Hayastan,,,,,,8.25,16.25,15.75,15.5,9.25,10.75,11.5,6.75,9.75,Normal,0,0,3-5-2,3,5,2,3,0,10,ZQEUEQQHHQQETQ,20,H,Belize,8.25,16.0,15.0,16.75,15.0,14.75,12.75,8.75,10.75,Normal,0,0,3-4-3,3,4,3,1,1,11,ZHEUEQQUEZQHQU,20000000.0,A,41229481,Bel,2026-06-19,N,F,bal,NN-N-NNNNNN-DN
14,2026-06-12 20:00:00,94,Friendly,Hayastan,,,,,,7.75,17.25,17.0,17.0,10.0,10.5,11.75,7.25,10.25,Play creatively,21,0,3-5-2,3,5,2,1,-6,11,ZHEUEQQQUHHEQP,0,H,Ghana,5.25,20.25,20.0,18.0,9.0,12.0,17.5,6.75,10.0,Counter-attacks,17,0,4-4-2,4,4,2,0,0,12,ZQHEQUUSEQQQEW,2000004100.0,A,41190838,Gha,2026-06-12,PC,F,PC,NN-N-NNNNNN-NN
15,2026-06-05 12:00:00,94,Asia and Oceania Cup,Hayastan,14.5237,14.7878,13.2034,13.3781,11.2296,16.25,16.5,15.75,16.0,13.75,14.0,12.5,7.25,10.5,Normal,0,0,3-5-2,3,5,2,2,0,15,ZSEQEHHHHUUUQE,103000300,A,Suriyah,17.0,13.75,12.5,10.5,16.25,18.5,11.5,8.75,10.5,Normal,0,0,2-5-3,2,5,3,4,10,15,UTEEHEQQZUQQQP,101003000.0,H,40818958,Sur,2026-06-05,N,CC,bal,NN-O-NMNNNMNN-
16,2026-05-29 12:00:00,94,Asia and Oceania Cup,Hayastan,14.9892,17.9335,17.6658,10.8122,9.0757,15.0,15.25,14.25,16.5,14.0,16.75,16.5,8.75,11.25,Normal,0,0,3-4-3,3,4,3,0,4,14,ZHEPESUEUUQQQQ,103000000,H,Sri Lanka,12.75,22.75,24.75,21.5,9.0,9.0,9.75,9.5,13.0,Pressing,14,0,4-5-1,4,5,1,0,-10,13,ZUPEPUTQUQQEWE,2002300030.0,A,40818936,Sri,2026-05-29,N,CC,343,NN-O-NM-NNNNNN
17,2026-05-22 12:00:00,94,Asia and Oceania Cup,Hayastan,17.0938,8.4154,20.5126,8.0332,6.743,7.5,23.25,18.25,22.75,16.25,8.0,19.5,7.75,11.0,Counter-attacks,17,0,4-4-2,4,4,2,0,-10,14,ZHUEHSHUEHQQEU,440044144,A,Saudi Arabia,13.5,17.5,19.0,18.5,12.5,14.25,12.75,7.75,10.75,Normal,0,0,3-5-2,3,5,2,2,1,10,UUEZEQQQHQUQPE,3000300.0,H,40818915,Sau,2026-05-22,CA,CC,442ca,NNW-WNNW-WOW-W
18,2026-05-15 12:00:00,94,Asia and Oceania Cup,Hayastan,14.3196,18.9223,16.6209,12.1442,10.1938,17.25,13.0,14.25,16.25,14.0,18.5,16.25,8.5,11.0,Normal,0,0,3-4-3,3,4,3,0,4,14,ZHEPESHUEHUPQU,103003000,H,Mongol Uls,6.0,26.25,26.0,26.0,13.0,6.25,13.0,7.75,12.0,Counter-attacks,21,0,5-3-2,5,3,2,2,-10,14,ZHTZQQTEpEQHEH,404012144.0,A,40818894,Mon,2026-05-15,N,CC,343,NN-O-NMN-NMNNN
