,Match Datetime,campaign,Competition,Team name,sc_ra,sc_ca,sc_la,sc_md,sc_md_pic,Midfield,Right defence,Central defence,Left defence,Right attack,Central attack,Left attack,ISP attack,ISP defence,Tactic,Tactic skill,Average goals,Formation,Defender_number,Mid_number,Forward_number,Actual goals,Style of play,Total exp,spex,Orders,HomeOrAway,Team name_,Midfield_,Right defence_,Central defence_,Left defence_,Right attack_,Central attack_,Left attack_,ISP attack_,ISP defence_,Tactic_,Tactic skill_,Average goals_,Formation_,Defender_number_,Mid_number_,Forward_number_,Actual goals_,Style of play_,Total exp_,spex_,Orders_,HomeOrAway_,id,Opponent,Match Date,Tactic short,Match Type,T_C,Indiv Order
0,2026-08-21 20:00:00,94,Nations Cup,Severna Makedonija,4.7183,8.1949,18.3764,6.7343,5.6528,7.75,20.25,28.25,26.75,4.75,8.25,18.5,7.5,11.75,Counter-attacks,23,0,5-3-2,5,3,2,2,-10,15,ZUZQHHEEHHHEPQ,3004024004,H,Bosna i Hercegovina,14.25,14.25,15.5,17.0,13.75,18.25,16.0,10.0,11.25,Normal,0,0,3-5-2,3,5,2,0,0,11,ZUEUEQUUUTHUWE,103000300,A,41943611,Bos,2026-08-21,CA,NC,hardca,NMNNWN--DWN-NW
1,2026-08-14 20:00:00,94,Nations Cup,Severna Makedonija,16.5804,19.0926,9.2951,12.7218,10.6787,15.5,16.25,14.25,10.5,16.5,19.0,9.25,7.5,9.75,Normal,0,0,2-5-3,2,5,3,2,0,13,ZHEQEEQZUHHWWQ,1103000,A,Guatemala,10.0,20.75,23.5,21.75,10.5,10.5,13.0,9.0,12.0,Counter-attacks,17,0,4-4-2,4,4,2,1,-10,12,ZQHEHRQUEHUEQP,0,H,41895165,Gua,2026-08-14,N,NC,bal,NN-N--NOONMNNN
2,2026-08-07 20:00:00,94,Nations Cup,Severna Makedonija,14.8962,15.6667,14.6394,10.7716,9.0417,11.0,17.75,17.0,17.0,14.5,15.25,14.25,7.5,10.5,Normal,0,0,3-4-3,3,4,3,4,0,15,ZHEQEHHHEHHWTQ,0,A,Cyprus,9.75,12.75,14.0,14.5,7.75,19.25,18.0,8.25,10.0,Normal,0,0,3-4-3,3,4,3,2,9,9,ZHEETQEpQTUQPQ,2012111000,H,41872834,Cyp,2026-08-07,N,NC,343,NN-N-NNN-NNNNN
3,2026-07-31 20:00:00,94,Nations Cup,Severna Makedonija,14.0124,14.7767,12.9933,13.0348,10.9414,13.25,16.5,16.5,15.25,13.75,14.5,12.75,7.75,11.0,Normal,0,0,3-5-2,3,5,2,1,0,14,ZHEZEHUHZHHTEQ,3100320,A,Guam,13.5,18.0,18.0,18.5,11.75,13.0,11.5,7.5,10.75,Normal,0,0,3-5-2,3,5,2,2,0,12,ZUEHEHTHUHHEQP,103000300,H,41845847,Gua,2026-07-31,N,NC,bal,NN-N-NMONNMD-N
4,2026-07-24 20:00:00,94,Nations Cup,Severna Makedonija,14.3557,14.6076,13.3483,11.181,9.3853,13.5,16.75,16.75,16.25,14.25,14.5,13.25,7.75,11.25,Normal,0,0,3-5-2,3,5,2,1,0,14,ZHEZEHUHZHHTEQ,3100320,H,Portugal,13.0,17.0,17.5,17.25,13.5,15.25,14.25,9.5,12.0,Normal,0,0,3-5-2,3,5,2,2,0,11,UQEQEHHUHUQUWE,3000300,A,41820604,Por,2026-07-24,N,NC,bal,NN-N-NMONNMD-N
5,2026-07-17 20:00:00,94,Nations Cup,Severna Makedonija,17.6463,7.4166,14.3217,6.6092,5.5478,6.5,23.75,22.5,18.5,17.25,7.25,14.0,7.5,11.75,Counter-attacks,23,0,5-3-2,5,3,2,2,-5,14,ZHUQZHHHEEHQEP,400114144,A,Nicaragua,11.25,15.25,15.5,16.5,18.0,14.75,10.5,9.0,11.25,Normal,0,0,3-5-2,3,5,2,1,0,12,ZUEHEQUQHUUQEP,1401300,H,41683740,Nic,2026-07-17,CA,NC,hardca,NNWNNOOW--OW-W
6,2026-07-10 20:00:00,94,Nations Cup,Severna Makedonija,13.4386,14.6384,12.7186,12.6904,10.6523,11.75,16.75,17.75,18.25,14.0,15.25,13.25,8.75,12.0,Normal,0,0,3-5-2,3,5,2,0,0,14,ZHEZEUHZHHHQEW,3000300,A,Brasil,8.75,23.75,26.0,23.0,14.75,12.5,7.75,9.25,11.5,Counter-attacks,20,0,4-3-3,4,3,3,3,-10,17,ZUQEUUQQEHEPUQ,2040000,H,41345747,Bra,2026-07-10,N,NC,bal,NN-N-NMNNNMN-N
7,2026-07-03 20:00:00,94,Nations Cup,Severna Makedonija,13.9936,18.1672,11.5386,13.2898,11.1554,11.5,18.25,16.25,10.5,14.25,18.5,11.75,9.25,11.25,Normal,0,0,2-5-3,2,5,3,2,3,14,ZUEQEEHZHHHQWQ,30003000,A,Malaysia,5.5,16.25,20.75,18.75,7.5,12.5,11.25,6.5,10.0,Counter-attacks,20,0,5-2-3,5,2,3,0,0,9,UUHHTHEEQEQPQU,2000000000,H,41279474,Mal,2026-07-03,N,NC,bal,NN-N--MNNNMNNN
8,2026-06-26 20:00:00,94,Nations Cup,Severna Makedonija,13.6053,14.8651,12.8495,12.8597,10.7945,10.25,16.75,18.0,18.25,13.5,14.75,12.75,8.0,11.5,Normal,0,0,3-5-2,3,5,2,2,0,14,ZHEQEUHZHHHQEQ,3000300,A,Guinea Ecuatorial,3.5,19.5,19.25,18.75,5.5,5.75,11.5,5.75,8.25,Counter-attacks,15,0,5-3-2,5,3,2,0,-10,4,ZHHPZQQEEUQETQ,2004024104,H,41263681,Gui,2026-06-26,N,NC,bal,NN-N-NMNNNMN-N
9,2026-06-19 20:00:00,94,Friendly,Severna Makedonija,,,,,,5.75,20.5,20.5,18.25,13.0,6.25,14.0,6.75,9.25,Counter-attacks,16,0,4-4-2,4,4,2,4,-10,9,ZZHEZPUQEZUUEU,44144,H,Guam,3.25,14.25,13.25,13.25,11.0,13.5,11.25,6.5,9.25,Normal,0,0,3-5-2,3,5,2,2,10,7,UUEPEUQHUUHEHQ,0,A,41235531,Gua,2026-06-19,CA,F,442ca,NNN-NNNW-WOW-W
