,Match Datetime,campaign,Competition,Team name,sc_ra,sc_ca,sc_la,sc_md,sc_md_pic,Midfield,Right defence,Central defence,Left defence,Right attack,Central attack,Left attack,ISP attack,ISP defence,Tactic,Tactic skill,Average goals,Formation,Defender_number,Mid_number,Forward_number,Actual goals,Style of play,Total exp,spex,Orders,HomeOrAway,Team name_,Midfield_,Right defence_,Central defence_,Left defence_,Right attack_,Central attack_,Left attack_,ISP attack_,ISP defence_,Tactic_,Tactic skill_,Average goals_,Formation_,Defender_number_,Mid_number_,Forward_number_,Actual goals_,Style of play_,Total exp_,spex_,Orders_,HomeOrAway_,id,Opponent,Match Date,Tactic short,Match Type,T_C,Indiv Order
0,2026-08-14 20:00:00,94,Nations Cup,Deutschland,18.9583,12.3861,18.7056,9.7419,8.1774,7.75,17.5,21.25,16.75,18.75,12.25,18.5,9.75,12.0,Counter-attacks,19,0,4-3-3,4,3,3,4,0,13,UUUEUUQEQEQQUQ,3111404,A,Guam,14.0,18.75,17.25,18.0,11.0,14.0,8.5,7.75,10.5,Normal,0,0,3-5-2,3,5,2,3,-10,13,ZUEUEHTHUTHEQP,2103000300,H,41895163,Gua,2026-08-14,CA,NC,hardca,NNN-NMO-O-OWNW
1,2026-08-07 20:00:00,94,Nations Cup,Deutschland,14.4047,17.3345,14.893,13.6517,11.4592,13.0,15.0,15.25,15.25,14.75,17.75,15.25,10.5,12.25,Normal,0,0,3-5-2,3,5,2,1,3,13,ZUEUEUQQUUUEPQ,10000,H,Al Urdun,15.75,13.0,18.5,19.25,10.5,15.5,13.75,8.0,10.75,Normal,0,0,2-5-3,2,5,3,3,0,13,ZEEZEZHHHHUWQW,30003000,A,41872826,Al ,2026-08-07,N,NC,bal,NN-N-NNNONN-NN
2,2026-07-31 20:00:00,94,Nations Cup,Deutschland,10.3981,14.6069,14.8545,15.0335,12.6191,14.25,12.25,17.25,16.5,10.5,14.75,15.0,10.0,13.0,Play creatively,25,0,3-5-2,3,5,2,1,0,13,ZEUUEUUUQUQEQQ,1103000000,H,Misr,12.25,20.75,24.0,20.5,8.75,7.25,7.75,7.25,12.0,Pressing,13,0,4-5-1,4,5,1,0,-10,11,ZQUETTUQpZQEWE,2302030,A,41845844,Mis,2026-07-31,PC,NC,PC,N-OO-NMNNNN-NN
3,2026-07-24 20:00:00,94,Nations Cup,Deutschland,13.8627,13.1065,11.5942,13.3108,11.1731,12.5,17.25,18.0,16.25,13.75,13.0,11.5,9.5,12.75,Play creatively,26,0,4-4-2,4,4,2,4,2,13,ZUUEUUQUUEUQUE,110000300,H,Turkiye,9.0,19.25,19.25,21.5,13.25,12.0,13.75,7.0,10.75,Counter-attacks,17,0,4-4-2,4,4,2,2,0,11,ZUPEPTQUEQUEWW,40000000,A,41820606,Tur,2026-07-24,PC,NC,PC,NNO-ONNNN-MNN-
4,2026-07-17 20:00:00,94,Nations Cup,Deutschland,12.757,15.9462,15.2102,16.6683,13.9914,12.75,16.25,17.0,17.0,13.0,16.25,15.5,10.25,12.25,Normal,0,0,3-5-2,3,5,2,0,-1,13,ZUEUEUUUUUQEUQ,3000000,A,Tanzania,9.25,25.5,23.5,24.5,14.25,8.0,12.0,9.25,13.25,Counter-attacks,23,0,5-4-1,5,4,1,1,-8,15,ZHQUQQQUEQQEEP,404004400,H,41683737,Tan,2026-07-17,N,NC,bal,NN-N-NMNNNN-NN
5,2026-07-10 20:00:00,94,Nations Cup,Deutschland,17.7311,21.2273,18.2305,15.2749,12.8217,11.0,12.75,10.5,13.0,17.75,21.25,18.25,10.5,11.75,Play creatively,25,0,2-5-3,2,5,3,3,10,13,ZUEEEUQUUUQQQU,100000,A,Al Kuwayt,7.0,23.5,25.5,22.75,16.25,4.75,3.25,5.25,10.25,Counter-attacks,22,0,5-4-1,5,4,1,1,-10,10,ZQUZPPUQHEHQEE,400214234,H,41345754,Al ,2026-07-10,PC,NC,AoA,NN---NNNONNNNN
6,2026-07-03 20:00:00,94,Nations Cup,Deutschland,21.8809,16.6593,9.1999,13.9421,11.703,11.25,13.5,13.75,12.5,22.0,16.75,9.25,10.0,12.5,Play creatively,24,0,2-5-3,2,5,3,3,10,13,ZUEEUEQQUUQQQU,1104113000,H,Trinidad & Tobago,6.5,25.25,23.75,24.0,17.25,11.25,7.5,6.75,10.25,Counter-attacks,26,0,5-3-2,5,3,2,3,-10,11,ZQTPZUQQUEEUEW,404204000,A,41279482,Tri,2026-07-03,PC,NC,att,NO--O-NWOOMNNN
7,2026-06-26 20:00:00,94,Nations Cup,Deutschland,11.8922,16.4466,14.6755,15.8089,13.27,11.75,12.5,17.25,15.5,11.75,16.25,14.5,9.75,12.75,Normal,0,0,3-5-2,3,5,2,1,8,13,ZEUUEUQUQUQQQE,1103000300,H,Algérie,7.25,23.25,27.25,23.25,12.0,5.0,12.25,6.25,11.75,Counter-attacks,22,0,5-4-1,5,4,1,0,-10,10,ZHQPTQPHEQHETE,2000244112,A,41263691,Alg,2026-06-26,N,NC,att,N-OO-NMNNNMNN-
8,2026-06-19 20:00:00,94,Friendly,Deutschland,,,,,,8.5,12.25,15.0,8.75,11.5,16.25,10.5,9.75,11.0,Long shots,12,0,2-5-3,2,5,3,3,0,10,ZEUHEEUZQHHQPH,1000013000,H,Northern Ireland,6.0,22.5,26.75,22.25,14.5,6.5,14.0,6.75,11.0,Counter-attacks,23,0,5-3-2,5,3,2,3,-10,12,ZHPQTHHEpEQUEQ,12144,A,41231199,Nor,2026-06-19,LS,F,LS,N-ON--NNNOMNNN
9,2026-06-12 20:00:00,94,Friendly,Deutschland,,,,,,10.25,17.25,17.5,17.75,11.5,12.25,12.5,10.5,12.75,Normal,0,0,3-5-2,3,5,2,5,0,18,ZUEUEUQUHUQQEU,0,H,India,7.5,15.0,13.5,14.25,13.75,15.5,13.75,7.0,10.25,Play creatively,20,0,3-5-2,3,5,2,2,6,11,ZHESEHQTHQUHEW,100100300,A,41190231,Ind,2026-06-12,N,F,bal,NN-N-NNNNNNN-N
