,Match Datetime,campaign,Competition,Team name,sc_ra,sc_ca,sc_la,sc_md,sc_md_pic,Midfield,Right defence,Central defence,Left defence,Right attack,Central attack,Left attack,ISP attack,ISP defence,Tactic,Tactic skill,Average goals,Formation,Defender_number,Mid_number,Forward_number,Actual goals,Style of play,Total exp,spex,Orders,HomeOrAway,Team name_,Midfield_,Right defence_,Central defence_,Left defence_,Right attack_,Central attack_,Left attack_,ISP attack_,ISP defence_,Tactic_,Tactic skill_,Average goals_,Formation_,Defender_number_,Mid_number_,Forward_number_,Actual goals_,Style of play_,Total exp_,spex_,Orders_,HomeOrAway_,id,Opponent,Match Date,Tactic short,Match Type,T_C,Indiv Order
0,2026-09-18 20:00:00,94,Nations Cup,England,13.4849,13.9753,13.4849,12.4122,10.4188,14.25,17.5,18.5,19.25,13.75,14.25,13.75,9.75,12.25,Normal,0,0,3-5-2,3,5,2,2,-2,13,ZUEUEHQHQUUEQQ,103000300,H,Ireland,9.0,22.0,24.25,22.25,13.75,11.75,12.25,8.5,11.75,Counter-attacks,21,0,5-3-2,5,3,2,2,-10,12,ZHZHHUQUEEUHEW,3400000000,A,42114673,Ire,2026-09-18,N,NC,bal,NN-O-NMNNNM-NN
1,2026-09-11 20:00:00,94,Nations Cup,England,13.3966,13.6493,13.1438,12.4152,10.4214,14.25,19.25,19.75,19.0,13.25,13.5,13.0,9.75,12.5,Normal,0,0,3-5-2,3,5,2,4,2,13,UUEUEQUQQUQEQQ,103000300,H,Hrvatska,8.75,21.25,23.25,22.5,18.0,8.0,18.25,6.5,10.25,Counter-attacks,21,0,4-4-2,4,4,2,1,-10,12,UUQEUQQQEQUUEQ,44044,A,42050832,Hrv,2026-09-11,N,NC,bal,NN-O-NMNNNM-NN
2,2026-09-04 20:00:00,94,Nations Cup,England,14.7069,19.6922,16.4517,11.9909,10.0651,13.75,12.75,14.25,15.25,14.75,19.75,16.5,9.25,11.25,Normal,0,0,3-4-3,3,4,3,2,6,13,UHEUEQUQQEQQQQ,103003000,H,Tanzania,7.75,27.25,26.5,22.0,16.25,9.25,5.25,9.75,12.75,Counter-attacks,23,0,5-3-2,5,3,2,3,-10,15,ZHUHHQQUQEEUWE,400204040,A,42014881,Tan,2026-09-04,N,NC,343,NN-O-NMNN-MNNN
3,2026-08-28 20:00:00,94,Nations Cup,England,13.3751,14.3846,13.8799,12.4663,10.4642,14.25,18.0,17.75,16.5,13.25,14.25,13.75,9.5,12.25,Normal,0,0,3-5-2,3,5,2,2,3,12,ZHEUEUUQQUQEQQ,103000300,H,Severna Makedonija,15.25,15.5,17.0,16.5,12.25,15.25,13.75,7.5,10.75,Normal,0,0,3-5-2,3,5,2,1,0,15,ZUEQEHUUHHHTEW,3000300,A,41979677,Sev,2026-08-28,N,NC,bal,NN-O-NMNNNM-NN
4,2026-08-21 20:00:00,94,Nations Cup,England,14.3956,14.1516,14.1516,8.1493,6.8405,9.25,21.75,23.25,21.75,14.75,14.5,14.5,10.0,12.25,Counter-attacks,20,0,4-3-3,4,3,3,1,-10,14,ZHUEQUQEUEUQQQ,0,H,Deutschland,14.0,18.0,23.0,20.0,10.5,11.0,11.25,9.75,12.5,Normal,0,0,3-5-2,3,5,2,3,-5,12,UUEUEUQUUQQWEQ,3103000300,A,41943607,Deu,2026-08-21,CA,NC,hardca,NNN-NNN-N-NNNN
5,2026-08-14 20:00:00,94,Nations Cup,England,19.5672,21.7413,13.7695,12.3457,10.363,13.75,16.75,12.0,7.0,20.25,22.5,14.25,10.25,11.5,Normal,0,0,2-5-3,2,5,3,1,10,14,ZUUEEEUUQHQQQQ,101103000,H,Ghana,13.5,17.75,17.75,17.75,14.25,15.25,14.25,8.25,11.0,Normal,0,0,3-5-2,3,5,2,1,0,14,ZQEQEUHHQUQWEQ,3000300,A,41895160,Gha,2026-08-14,N,NC,AoA,NNO---NOONMNNN
6,2026-08-07 20:00:00,94,Nations Cup,England,12.3988,12.8666,12.6327,12.475,10.4715,13.25,18.0,19.25,19.0,13.25,13.75,13.5,9.0,11.75,Normal,0,0,3-5-2,3,5,2,1,-3,13,UUEUEQQUQHUEQQ,103000300,H,Brasil,10.25,22.0,23.25,20.75,18.5,13.75,8.0,9.75,12.0,Counter-attacks,20,0,4-3-3,4,3,3,2,-10,16,ZUQEUUHQQEEUQW,2040000,A,41872824,Bra,2026-08-07,N,NC,bal,NN-O-NMNNNM-NN
7,2026-07-31 20:00:00,94,Nations Cup,England,17.9226,18.8659,14.8569,11.1455,9.3555,15.0,15.5,14.5,14.0,19.0,20.0,15.75,9.5,11.25,Normal,0,0,3-4-3,3,4,3,1,6,14,UUEUEQQHQEUTQQ,3103000,H,Al Urdun,12.5,22.25,24.5,21.25,7.0,8.5,8.75,6.75,11.0,Pressing,11,0,4-5-1,4,5,1,0,-10,12,ZZZEHHHHHHUEQE,2002300030,A,41845841,Al ,2026-07-31,N,NC,343,NN-N-NMON-MNNN
8,2026-07-24 20:00:00,94,Nations Cup,England,12.7603,12.2788,12.2788,15.2125,12.7694,14.0,19.75,20.25,19.25,13.25,12.75,12.75,9.0,12.0,Normal,0,0,3-5-2,3,5,2,2,-2,13,UQEUEUQHQQQEQQ,103000300,A,San Marino,13.5,17.0,16.5,14.5,16.5,18.25,14.5,9.25,11.75,Normal,0,0,3-5-2,3,5,2,0,0,13,ZUEUEHHQQQQEQP,3000300,H,41820601,San,2026-07-24,N,NC,bal,NN-O-NMNNNM-NN
9,2026-07-17 20:00:00,94,Nations Cup,England,14.5166,14.7585,14.2746,12.7556,10.7071,13.25,17.25,16.5,17.0,15.0,15.25,14.75,9.25,11.75,Normal,0,0,3-5-2,3,5,2,2,2,13,UQEUEUQHQQQEQQ,103000300,H,Guam,9.5,22.5,24.0,22.25,14.0,10.0,14.5,7.25,10.75,Counter-attacks,19,0,4-4-2,4,4,2,1,-10,14,ZHHEUHQHETTTEQ,43001044,A,41683736,Gua,2026-07-17,N,NC,bal,NN-O-NMNNNM-NN
10,2026-07-10 20:00:00,94,Nations Cup,England,11.7651,8.8238,11.0298,11.4235,9.5889,9.25,23.75,27.25,24.0,12.0,9.0,11.25,8.75,12.25,Counter-attacks,21,0,4-4-2,4,4,2,1,-10,13,UUUEHQQUQEUEQQ,0,A,Nicaragua,8.25,23.25,19.25,23.5,14.25,13.75,15.25,9.25,12.0,Counter-attacks,18,0,4-4-2,4,4,2,0,-10,11,ZQHEQUQUEHUQEQ,2442110100,H,41345750,Nic,2026-07-10,CA,NC,442ca,NNN-NNNNN-N-NN
11,2026-07-03 20:00:00,94,Nations Cup,England,14.5836,15.0779,14.3364,12.8604,10.795,11.5,17.25,16.75,17.5,14.75,15.25,14.5,9.25,11.5,Normal,0,0,3-5-2,3,5,2,2,0,12,UUEHEQQQQHQEQQ,103000300,H,Lubnan,13.25,16.25,17.25,17.0,12.75,13.75,14.0,8.0,10.5,Normal,0,0,3-5-2,3,5,2,1,0,11,UUEQEQHQHUQEQW,3000000,A,41279472,Lub,2026-07-03,N,NC,bal,NN-O-NMNNNM-NN
12,2026-06-26 20:00:00,94,Nations Cup,England,16.6408,19.4142,20.4228,10.5616,8.8654,11.25,14.75,13.75,16.5,16.5,19.25,20.25,10.0,11.0,Normal,0,0,3-4-3,3,4,3,3,10,13,UUEHEQQEUQUQQQ,103143000,H,Bosna i Hercegovina,11.0,14.75,14.75,16.25,12.25,15.25,13.25,9.5,10.75,Play creatively,24,0,3-5-2,3,5,2,1,-2,11,ZQEUEUUQUUQEQW,103000300,A,41263686,Bos,2026-06-26,N,NC,343,NN-O-NM-OWMNNN
13,2026-06-19 20:00:00,94,Friendly,England,,,,,,10.25,13.75,15.0,14.5,10.25,7.75,10.75,8.5,9.0,Normal,0,0,4-5-1,4,5,1,0,0,11,UHUEHQQPQHQEEU,300000,H,Al Iraq,7.0,24.0,25.0,23.75,3.5,2.0,7.0,5.0,10.25,Pressing,12,0,5-5-0,5,5,0,0,-10,8,ZQTHQQQQHHQEEE,2404032220,A,41237821,Al ,2026-06-19,N,F,bal,NNN-NNMNNNN--N
