,Match Datetime,campaign,Competition,Team name,sc_ra,sc_ca,sc_la,sc_md,sc_md_pic,Midfield,Right defence,Central defence,Left defence,Right attack,Central attack,Left attack,ISP attack,ISP defence,Tactic,Tactic skill,Average goals,Formation,Defender_number,Mid_number,Forward_number,Actual goals,Style of play,Total exp,spex,Orders,HomeOrAway,Team name_,Midfield_,Right defence_,Central defence_,Left defence_,Right attack_,Central attack_,Left attack_,ISP attack_,ISP defence_,Tactic_,Tactic skill_,Average goals_,Formation_,Defender_number_,Mid_number_,Forward_number_,Actual goals_,Style of play_,Total exp_,spex_,Orders_,HomeOrAway_,id,Opponent,Match Date,Tactic short,Match Type,T_C,Indiv Order
0,2026-06-19 20:00:00,94,Friendly,Bosna i Hercegovina,,,,,,8.0,10.0,15.75,16.5,8.25,9.5,6.75,9.5,9.75,Normal,0,0,4-5-1,4,5,1,1,0,10,ZEQUQUUUQUQEPE,0,H,Barbados,9.75,17.5,16.0,16.5,16.25,12.0,14.5,8.75,11.75,Normal,0,0,3-5-2,3,5,2,3,0,17,ZHEPEZUHUQUWEW,404000.0,A,41232562,Bar,2026-06-19,N,F,bal,N-NNNNNNNNN-N-
1,2026-06-12 20:00:00,94,Friendly,Bosna i Hercegovina,,,,,,6.75,12.5,16.25,18.0,6.75,10.0,9.5,8.5,9.75,Normal,0,0,5-3-2,5,3,2,0,0,10,ZQQUQUEEPUUHEQ,0,H,Grenada,3.75,17.25,17.5,16.5,8.0,7.25,13.5,6.75,9.5,Counter-attacks,15,0,5-3-2,5,3,2,0,-10,6,UHQQQTEPEHQWEQ,404042004.0,A,41190896,Gre,2026-06-12,N,F,bal,NNNNNN--NNNN-N
2,2026-06-05 20:00:00,94,Europe Cup,Bosna i Hercegovina,13.5811,15.9317,14.887,11.5698,9.7117,17.5,13.0,13.5,15.0,13.0,15.25,14.25,9.75,11.75,Play creatively,22,0,3-5-2,3,5,2,4,9,12,ZHEHEQQHQUQPQE,103000300,H,France,17.0,9.25,10.75,11.25,14.5,23.75,19.75,10.75,11.75,Play creatively,22,0,2-5-3,2,5,3,4,10,14,ZEUEETHHQHQHWT,1131113000.0,A,40821851,Fra,2026-06-05,PC,CC,att,NN-O-NMNNNMNN-
3,2026-05-29 20:00:00,94,Europe Cup,Bosna i Hercegovina,10.3148,14.9565,13.6671,13.2205,11.0973,15.75,13.75,16.25,16.25,10.0,14.5,13.25,9.5,11.0,Play creatively,23,0,3-5-2,3,5,2,2,-5,14,ZHEUEUTHQUQEQW,3103000300,A,Scotland,13.0,22.75,26.25,23.0,11.25,11.5,11.5,8.25,12.25,Counter-attacks,16,0,4-4-2,4,4,2,6,-10,13,ZQHEHQQEHpHHPE,3400302300.0,H,40821828,Sco,2026-05-29,PC,CC,PC,NM-O-NMNNNM-NN
4,2026-05-22 20:00:00,94,Europe Cup,Bosna i Hercegovina,12.8623,19.8079,17.2355,11.8421,9.9402,18.0,9.75,12.0,12.25,12.5,19.25,16.75,10.25,11.25,Play creatively,23,0,2-5-3,2,5,3,1,8,12,ZEUEEUQQHQQPQQ,1030003000,H,Belgium,13.5,22.75,24.5,22.0,12.5,12.75,13.0,9.5,12.5,Counter-attacks,19,0,4-4-2,4,4,2,3,-8,11,UUUEUUQQEQQEHW,0.0,A,40821803,Bel,2026-05-22,PC,CC,AoA,N-O--NMNNNMNNN
5,2026-05-15 20:00:00,94,Europe Cup,Bosna i Hercegovina,17.8948,7.2076,4.9708,7.6714,6.4393,8.0,25.5,26.25,20.75,18.0,7.25,5.0,9.25,13.0,Counter-attacks,24,0,5-3-2,5,3,2,0,-10,13,ZUQHUHQQpEETEQ,400204240,A,Slovenija,16.75,18.25,19.0,17.75,13.0,13.75,13.5,8.0,11.75,Normal,0,0,3-5-2,3,5,2,3,4,11,ZQEHEPUHHHUQEP,3000300.0,H,40821781,Slo,2026-05-15,CA,CC,hardca,NNWNNDNWD--W-N
6,2026-05-08 20:00:00,94,Europe Cup,Bosna i Hercegovina,11.0278,11.0278,12.0303,9.0381,7.5866,10.75,23.25,26.0,24.25,11.0,11.0,12.0,9.5,12.5,Counter-attacks,20,0,4-4-2,4,4,2,0,-10,14,ZHHEUQQEQQQQQE,2002020000,H,Moldova,17.0,18.0,17.0,17.0,15.0,15.75,14.75,8.0,11.25,Normal,0,0,3-5-2,3,5,2,0,0,12,ZQEUEUUQUQQTEW,3101320.0,A,40821756,Mol,2026-05-08,CA,CC,442ca,NDN-NDN-DNNNN-
7,2026-05-01 20:00:00,94,Europe Cup,Bosna i Hercegovina,12.9262,15.7142,12.6727,13.3351,11.1935,16.75,17.0,16.5,18.0,12.75,15.5,12.5,9.5,11.0,Normal,0,0,3-5-2,3,5,2,2,0,14,ZHEUEQTHUUUTEW,123000300,A,France,13.75,14.25,12.75,13.75,16.5,19.75,17.0,9.75,11.25,Play creatively,22,0,3-4-3,3,4,3,2,5,13,ZHEUEQQQEUQPHT,103003000.0,H,40821730,Fra,2026-05-01,N,CC,bal,NN-O-DMNNNMN-N
8,2026-04-27 20:00:00,94,Europe Cup,Bosna i Hercegovina,14.754,18.3778,14.2363,10.8726,9.1265,17.0,16.75,15.25,16.0,14.25,17.75,13.75,10.0,11.0,Normal,0,0,3-4-3,3,4,3,2,1,12,ZQEUEHTUEHUQPT,103003000,H,Scotland,11.0,23.25,24.75,22.75,13.25,12.25,12.75,7.75,11.25,Counter-attacks,17,0,4-4-2,4,4,2,1,-10,12,ZHUEQHQHEHQEQW,3400000000.0,A,40821708,Sco,2026-04-27,N,CC,343,NN-O-NMN-NMNNN
9,2026-04-24 20:00:00,94,Europe Cup,Bosna i Hercegovina,14.1082,14.892,8.0992,9.0808,7.6224,9.25,23.5,24.25,21.25,13.5,14.25,7.75,9.75,11.75,Counter-attacks,20,0,4-3-3,4,3,3,3,-10,13,ZHUEHQTQQEETQQ,2002012000,A,Belgium,16.75,12.25,15.0,15.25,12.5,20.25,17.25,10.25,10.25,Normal,0,0,2-5-3,2,5,3,3,1,12,UEUEEUUHHHUPHU,30000000.0,H,40821682,Bel,2026-04-24,CA,CC,hardca,NDN-NDNOD--NNN
