,Match Datetime,campaign,Competition,scaled midfield,sc_ra,sc_ca,sc_la,Team name,Midfield,Right defence,Central defence,Left defence,Right attack,Central attack,Left attack,ISP attack,ISP defence,Tactic,Tactic skill,Average goals,Formation,Defender_number,Mid_number,Forward_number,Actual goals,Style of play,Total exp,spex,Orders,HomeOrAway,Team name_,Midfield_,Right defence_,Central defence_,Left defence_,Right attack_,Central attack_,Left attack_,ISP attack_,ISP defence_,Tactic_,Tactic skill_,Average goals_,Formation_,Defender_number_,Mid_number_,Forward_number_,Actual goals_,Style of play_,Total exp_,spex_,Orders_,HomeOrAway_,id,Opponent,Match Date,Tactic short,Match Type,scaled_midfield,T_C,Indiv Order
36,2025-08-01 20:00:00+02:00,90,Friendly,,,,,Liechtenstein,5.25,22.0,26.25,23.75,11.25,4.75,7.75,6.5,10.75,Pressing,14,0,5-4-1,5,4,1,0,-10,10,ZPPPQQTTEUUQEE,200204.0,H,Barbados,9.5,16.75,16.5,15.5,12.75,12.25,11.5,6.75,10.25,Normal,0,0,3-5-2,3,5,2,0,0,10,ZUEQEUQQpHQQWE,20000,A,37945863,Bar,2025-08-01,Pr,F,,AoD,NNNNNDNN-DNW--
37,2025-07-25 20:00:00+02:00,90,Nations Cup,8.8382,16.5833,7.4505,17.064,Liechtenstein,8.5,21.75,23.0,21.25,17.25,7.75,17.75,8.75,12.5,Counter-attacks,19,0,4-4-2,4,4,2,0,-10,13,ZUUEHUHHEQQQEH,44044.0,A,Hellas,16.25,18.0,19.75,17.5,13.0,12.75,10.25,8.0,11.25,Normal,0,0,3-5-2,3,5,2,2,-2,12,UHEPEUQQQHQUTE,133100302,H,37909384,Hel,2025-07-25,CA,NC,8.838242968234637,442ca,NNN-NNNW-WNW-W
38,2025-07-18 20:00:00+02:00,90,Nations Cup,10.8567,13.6587,17.0734,11.7075,Liechtenstein,15.75,17.5,15.25,11.5,14.0,17.5,12.0,9.5,11.5,Normal,0,0,2-5-3,2,5,3,4,0,12,ZUEHEEQHQUHHQP,130003000.0,H,CÃ´te d'Ivoire,15.75,15.75,15.5,14.5,14.5,13.5,11.5,9.5,11.5,Normal,0,0,3-5-2,3,5,2,2,0,14,ZHHEEZUHQHTETW,1100000320,A,37868621,CÃ´t,2025-07-18,N,NC,10.85667337190947,bal,NN-O--MNNNMNNN
39,2025-07-11 20:00:00+02:00,90,Nations Cup,8.314,12.8268,12.1008,12.5848,Liechtenstein,9.5,22.0,23.75,22.0,13.25,12.5,13.0,8.5,11.75,Counter-attacks,20,0,4-4-2,4,4,2,1,-10,13,ZHHEUUQQEQTHQE,0.0,H,Oceania,15.25,17.75,17.25,18.25,13.5,14.0,14.5,8.75,11.75,Normal,0,0,3-5-2,3,5,2,1,0,15,ZQETEUUQQUQWEH,3000000,A,37826932,Oce,2025-07-11,CA,NC,8.313968086284154,442ca,NNN-NNNN-NNNN-
40,2025-07-04 20:00:00+02:00,90,Nations Cup,10.657,11.2628,11.7421,11.0232,Liechtenstein,12.75,21.75,24.25,21.75,11.75,12.25,11.5,8.5,12.0,Counter-attacks,21,0,4-4-2,4,4,2,3,-10,12,ZHUEHUHQEHQQEQ,300300.0,A,Hanguk,15.75,16.0,13.0,7.75,19.0,18.5,12.25,8.25,10.25,Normal,0,0,2-5-3,2,5,3,3,6,14,UHZEEEZQHHUPQQ,134003000,H,37784549,Han,2025-07-04,CA,NC,10.656956695833545,442ca,NNN-NNMN-NMN-N
41,2025-06-27 20:00:00+02:00,90,Nations Cup,11.2944,10.3622,12.5311,10.3622,Liechtenstein,12.75,18.5,23.0,18.75,10.75,13.0,10.75,8.75,11.5,Normal,0,0,3-5-2,3,5,2,2,-10,12,ZUEHEHTQUHQHPE,3133000300.0,H,Lubnan,14.25,15.0,13.5,11.0,18.75,17.5,11.75,8.25,9.75,Normal,0,0,2-5-3,2,5,3,1,0,15,ZUEEUEHQHQQQQW,134003000,A,37741966,Lub,2025-06-27,N,NC,11.294381116119288,AoD,NM-O-MMNNNMNN-
42,2025-06-20 20:00:00+02:00,90,Nations Cup,13.3696,11.1671,13.4005,11.1671,Liechtenstein,15.75,17.25,21.0,17.25,11.25,13.5,11.25,8.5,11.25,Normal,0,0,3-5-2,3,5,2,4,0,12,ZUEUEHTQHUQWEH,3133000300.0,A,Severna Makedonija,13.75,15.0,13.75,15.5,17.0,18.25,14.5,8.25,10.5,Normal,0,0,3-4-3,3,4,3,1,7,13,ZQEPEHQHEHHPUH,0,H,37702061,Sev,2025-06-20,N,NC,13.36964297324008,bal,NM-O-MMNNNMN-N
43,2025-06-13 20:00:00+02:00,90,Nations Cup,9.6637,14.7709,17.7751,15.2716,Liechtenstein,14.5,16.5,13.75,15.75,14.75,17.75,15.25,9.0,10.75,Normal,0,0,2-5-3,2,5,3,5,0,12,ZUEEEUTQUQQPQH,30003000.0,H,Panama,12.5,11.0,14.0,13.75,16.5,15.5,20.5,9.25,10.25,Normal,0,0,2-5-3,2,5,3,4,0,12,ZEUEEPUUUUUQWS,404,A,37661632,Pan,2025-06-13,N,NC,9.663704289791823,bal,NN---NMNNNMNNN
44,2025-06-06 20:00:00+02:00,90,Nations Cup,11.8649,17.7377,12.3179,14.2887,Liechtenstein,12.0,17.75,13.5,15.0,18.0,12.5,14.5,8.75,11.0,Attack in wings,24,0,3-5-2,3,5,2,1,0,12,ZUEUEUTQUQQQEH,100000044.0,A,Paraguay,7.75,23.0,24.5,23.0,18.25,4.25,6.25,7.75,11.25,Counter-attacks,18,0,5-4-1,5,4,1,2,-7,10,ZHUHHUUHEpHQEE,2400214234,H,37619627,Par,2025-06-06,AOW,NC,11.864932397868133,bal,NN-O-NNNNNNW-W
45,2025-05-30 20:00:00+02:00,90,Nations Cup,10.3952,13.1279,14.56,13.6052,Liechtenstein,16.0,17.75,17.5,17.75,13.75,15.25,14.25,8.5,11.25,Normal,0,0,3-5-2,3,5,2,0,0,12,ZUEUEUTQQQQQPE,3000300.0,H,MoÃ§ambique,16.25,18.25,19.25,18.0,11.75,12.5,12.5,8.5,12.25,Normal,0,0,3-5-2,3,5,2,1,0,15,ZQEQEPQHQUUEWQ,103000300,A,37575348,MoÃ§,2025-05-30,N,NC,10.395229738821389,bal,NN-N-NMNNNMNN-
46,2025-05-23 20:00:00+02:00,90,Nations Cup,7.426,19.3128,7.5367,17.1931,Liechtenstein,8.0,21.25,22.75,21.75,20.5,8.0,18.25,8.0,11.5,Counter-attacks,18,0,4-4-2,4,4,2,2,-10,12,ZUUEQUTHEQHQEH,43144144.0,A,Venezuela,9.0,23.0,23.0,24.0,13.75,6.5,13.5,8.0,11.75,Counter-attacks,18,0,4-5-1,4,5,1,2,-10,14,ZQTEQUHHpHQETE,2040032442,H,37517113,Ven,2025-05-23,CA,NC,7.426041532223168,442ca,NNN-WMOW-WOW-W
47,2025-05-16 20:00:00+02:00,90,Nations Cup,7.7547,12.2486,12.4841,13.6619,Liechtenstein,10.0,22.25,22.75,21.75,13.0,13.25,14.5,8.0,11.25,Counter-attacks,20,0,4-4-2,4,4,2,3,-10,12,ZUQEUUQEQQHEQH,3400010000.0,H,San Marino,16.0,15.5,16.75,16.5,14.5,17.25,15.25,8.0,10.5,Normal,0,0,3-5-2,3,5,2,2,5,15,ZHEUEUQQHQQWQE,3000300,A,37489563,San,2025-05-16,CA,NC,7.75473899586992,442ca,NMW-NNN-ONN-NN
48,2025-05-09 20:00:00+02:00,90,Nations Cup,9.8073,12.6116,12.6116,13.0875,Liechtenstein,10.5,21.5,22.75,21.5,13.25,13.25,13.75,8.25,11.5,Counter-attacks,20,0,4-4-2,4,4,2,1,-10,11,ZUUEUUQQEQHEQH,10000.0,A,Costa Rica,8.25,24.25,22.25,22.25,16.5,7.5,16.0,8.0,11.75,Counter-attacks,18,0,4-4-2,4,4,2,0,-8,12,ZTHEUHUEpUUQEQ,402024044,H,37461515,Cos,2025-05-09,CA,NC,9.807282967579775,442ca,NNN-NNNO-NN-NN
49,2025-05-02 20:00:00+02:00,90,Nations Cup,9.0431,12.3562,13.3649,12.1041,Liechtenstein,11.5,14.25,12.25,14.75,12.25,13.25,12.0,8.75,11.0,Play creatively,23,0,2-5-3,2,5,3,6,10,13,ZUEEEUQQUQHPPH,1110000.0,H,Tahiti,7.0,7.5,9.25,8.0,15.25,10.75,8.25,6.25,7.0,Normal,0,0,2-5-3,2,5,3,0,10,4,QTEEHEQHZTQUHW,1010003400,A,37431090,Tah,2025-05-02,PC,NC,9.043077136634068,att,NN---NNOOONNNN
50,2025-04-25 20:00:00+02:00,90,Nations Cup,12.7915,13.4123,14.1715,12.6532,Liechtenstein,13.25,17.5,17.75,18.0,13.25,14.0,12.5,9.0,11.75,Normal,0,0,3-5-2,3,5,2,2,0,12,ZUEUEUHQUQQEWH,3000300.0,A,Misr,10.5,20.75,22.25,21.0,14.25,8.75,17.5,8.5,11.5,Counter-attacks,16,0,4-4-2,4,4,2,2,-10,14,ZPHEQTUZETQHEQ,14044,H,37289278,Mis,2025-04-25,N,NC,12.791491208774348,bal,NN-N-NMNNNM-NN
51,2025-04-18 20:00:00+02:00,90,Nations Cup,12.818,11.9393,18.6876,15.8325,Liechtenstein,12.5,11.0,13.0,14.25,11.5,18.0,15.25,8.25,10.5,Normal,0,0,2-5-3,2,5,3,1,0,11,ZEUEEUQUQQHWQH,1030113000.0,A,Pakistan,6.0,24.25,23.75,23.5,15.0,6.5,6.25,7.5,11.5,Counter-attacks,20,0,5-3-2,5,3,2,0,-10,9,ZZHSHHUQPEEHEQ,1404212440,H,36941527,Pak,2025-04-18,N,NC,12.817969558261924,bal,N-O--NMNOOMNNN
52,2025-04-11 20:00:00+02:00,90,Nations Cup,10.5244,11.5909,12.8788,12.1061,Liechtenstein,11.5,17.25,16.75,17.25,11.25,12.5,11.75,8.0,11.0,Play creatively,22,0,3-5-2,3,5,2,0,-10,12,ZUEUEQHQUQQEQH,103000300.0,H,Trinidad & Tobago,5.75,23.75,25.25,25.0,14.5,6.25,12.75,7.25,10.75,Counter-attacks,20,0,5-3-2,5,3,2,1,-10,11,ZZHQTTQQEEQUET,2004204044,A,36872584,Tri,2025-04-11,PC,NC,10.524417159582583,PC,NN-O-NMNNNM-NN
53,2025-04-04 20:00:00+02:00,90,Nations Cup,8.4452,12.25,13.0,14.0,Liechtenstein,8.5,21.25,23.0,21.5,12.25,13.0,14.0,7.75,11.25,Counter-attacks,20,0,4-4-2,4,4,2,0,-10,12,ZQUEUUQEQQHHEP,1000.0,H,MagyarorszÃ¡g,10.75,19.0,20.25,18.75,12.5,12.0,12.25,9.25,12.25,Normal,0,0,3-5-2,3,5,2,2,2,11,ZHETEQQUHUQEHU,3000300,A,36853853,Mag,2025-04-04,CA,NC,8.445162687315944,442ca,NNN-NNN-NONN-N
54,2025-03-28 20:00:00+01:00,90,Friendly,,,,,Liechtenstein,9.0,4.75,12.0,8.0,8.75,17.0,11.5,7.75,7.75,Play creatively,22,0,2-5-3,2,5,3,1,10,10,ZEETTEZHQpUUUU,30023000.0,A,Bosna i Hercegovina,5.0,16.5,15.25,15.25,11.25,12.75,11.25,7.25,9.5,Play creatively,21,0,3-5-2,3,5,2,5,0,8,ZZEZEHUQHUQPET,1000,H,36825398,Bos,2025-03-28,PC,F,,AoA,N--NN-MNNDMNNN
55,2025-03-21 20:00:00+01:00,90,Friendly,,,,,Liechtenstein,8.75,9.75,14.0,16.25,10.75,15.5,13.5,8.25,9.75,Normal,0,0,2-5-3,2,5,3,4,0,11,ZEETEQTTQUHWQQ,0.0,A,Barbados,6.5,15.5,18.0,17.25,11.25,10.5,11.75,7.75,10.25,Normal,0,0,4-4-2,4,4,2,1,0,10,ZZPEHHQQEHQTEP,0,H,36774002,Bar,2025-03-21,N,F,,bal,N--N-NNNNNNNNN
56,2025-03-14 20:00:00+01:00,90,Europe Cup,8.3809,23.6065,14.2677,23.3471,Liechtenstein,12.75,13.25,8.75,13.25,22.75,13.75,22.5,8.25,10.25,Attack in wings,24,0,2-5-3,2,5,3,1,10,12,UUEEEUHQHQHUQH,4041404.0,H,Scotland,5.75,24.0,26.5,25.0,13.5,10.0,13.25,7.25,11.5,Counter-attacks,20,0,5-3-2,5,3,2,1,-10,13,ZQUQUHHEEpUQEU,400002000,A,36370684,Sco,2025-03-14,AOW,CC,8.380868468499555,att,NN---NNWNWOWNW
57,2025-03-07 20:00:00+01:00,90,Europe Cup,9.7912,11.8251,11.5735,11.5735,Liechtenstein,11.75,21.75,24.25,21.75,11.75,11.5,11.5,8.0,11.5,Counter-attacks,19,0,4-4-2,4,4,2,1,-10,11,ZUUEUUHQEHQEQQ,300300.0,A,Italia,17.75,14.5,12.0,15.25,16.0,20.25,16.25,9.0,10.5,Normal,0,0,2-5-3,2,5,3,4,10,15,ZUEEEUQQHQQQQP,31113000,H,36370660,Ita,2025-03-07,CA,CC,9.791215245548972,442ca,NNN-NNMN-NM-NN
58,2025-02-28 20:00:00+01:00,90,Europe Cup,10.114,19.8365,18.2908,14.6841,Liechtenstein,15.5,15.5,12.0,15.0,19.25,17.75,14.25,8.5,10.25,Normal,0,0,2-5-3,2,5,3,1,0,12,ZUEEEUHQTHQPQQ,4103000.0,H,Latvija,6.0,25.25,26.0,25.0,17.75,6.75,16.0,10.25,14.0,Counter-attacks,26,0,5-3-2,5,3,2,0,-10,13,ZUUUHUQQEEQQEQ,4004044,A,36370634,Lat,2025-02-28,N,CC,10.113958485316331,bal,NN---NNWONMNNN
59,2025-02-21 20:00:00+01:00,90,Europe Cup,8.4464,17.5808,5.3507,7.8986,Liechtenstein,9.0,26.5,26.5,24.25,17.25,5.25,7.75,7.25,12.0,Counter-attacks,24,0,5-4-1,5,4,1,0,-10,11,ZUPUUUQQQEHQEE,420004004.0,A,Moldova,17.0,16.0,15.75,15.75,14.5,16.75,14.25,8.0,10.5,Normal,0,0,3-5-2,3,5,2,1,4,13,ZQEHEZQUHQQPEU,3000300,H,36370613,Mol,2025-02-21,CA,CC,8.446353911237917,hardca,NNWDNNNWN-NW--
60,2025-02-14 20:00:00+01:00,90,Europe Cup,8.1777,10.7831,9.5293,18.0555,Liechtenstein,10.25,22.0,23.25,21.75,10.75,9.5,18.0,8.0,11.25,Counter-attacks,19,0,4-4-2,4,4,2,0,-10,11,ZUUEUUQEQQHEPQ,4004.0,H,ÄŒeskÃ¡ republika,11.25,20.75,23.75,21.5,12.25,12.75,13.0,10.25,12.75,Counter-attacks,19,0,4-4-2,4,4,2,1,-5,16,UUQEUUUQEQQEQU,300300,A,36370587,ÄŒes,2025-02-14,CA,CC,8.177694178301982,442ca,NNN-NNN-NWN-NW
61,2025-02-07 20:00:00+01:00,90,Europe Cup,12.9989,11.8018,13.8106,12.8062,Liechtenstein,17.5,17.0,16.5,17.25,11.75,13.75,12.75,8.25,11.0,Normal,0,0,3-5-2,3,5,2,1,0,10,ZQEUEUQUQHHHEW,2103000300.0,A,Scotland,17.75,17.25,17.75,17.25,14.0,13.25,14.75,8.5,11.75,Normal,0,0,3-5-2,3,5,2,1,0,14,ZUEUEHHUHHUETU,3000320,H,36370563,Sco,2025-02-07,N,CC,12.998852264824338,bal,ND-O-NMNNNMN-N
62,2025-02-03 20:00:00+01:00,90,Europe Cup,11.8085,10.8812,12.9538,11.1402,Liechtenstein,15.5,16.75,21.5,17.25,10.5,12.5,10.75,8.75,11.75,Normal,0,0,3-5-2,3,5,2,2,0,10,ZUEUEQQQQHHPEH,3133000300.0,H,Italia,11.25,22.0,24.0,21.75,13.25,12.25,13.25,8.25,11.5,Counter-attacks,20,0,4-4-2,4,4,2,0,-10,14,ZHUEUUQQEQQEQW,0,A,36370540,Ita,2025-02-03,N,CC,11.808523976264398,bal,NM-O-MMNNNMN-N
63,2025-01-31 20:00:00+01:00,90,Europe Cup,9.3262,15.3893,5.0413,3.7147,Liechtenstein,9.5,25.25,30.0,24.0,14.5,4.75,3.5,8.25,12.75,Counter-attacks,23,0,5-4-1,5,4,1,1,-10,10,UUQUUZQHHpEHEE,3400204024.0,A,Latvija,15.0,13.75,13.0,10.5,18.0,22.0,14.75,10.5,11.25,Normal,0,0,2-5-3,2,5,3,0,10,10,ZUEEHEQUUQUHQU,130003000,H,36370516,Lat,2025-01-31,CA,CC,9.326180500508835,hardca,NMWNNDNWND-W--
64,2025-01-27 20:00:00+01:00,90,Europe Cup,11.6546,12.6742,15.209,11.6602,Liechtenstein,13.0,16.5,18.0,16.25,12.5,15.0,11.5,8.75,11.0,Normal,0,0,3-5-2,3,5,2,0,0,11,ZQEUEZHHQTQHEP,133000300.0,H,Moldova,9.25,21.25,24.25,21.5,12.0,11.75,12.5,7.5,10.75,Counter-attacks,17,0,4-4-2,4,4,2,3,-6,12,ZQHEHZQQEHUWEU,0,A,36370493,Mol,2025-01-27,N,CC,11.654612625730174,bal,NN-O-MMNNNMN-N
65,2025-01-24 20:00:00+01:00,90,Europe Cup,12.2096,8.5,8.25,10.0,Liechtenstein,10.25,21.5,25.75,23.25,8.5,8.25,10.0,8.0,12.0,Normal,0,0,3-5-2,3,5,2,1,-10,10,UQEUEPQpQHHWEW,3200300.0,A,ÄŒeskÃ¡ republika,10.75,15.25,12.25,15.0,18.0,19.75,18.0,11.25,11.75,Normal,0,0,2-5-3,2,5,3,2,4,14,UQEEEUQUQQUUUP,0,H,36370468,ÄŒes,2025-01-24,N,CC,12.209648600357356,AoD,NN-N-NMDNNMN-N
66,2025-01-17 20:00:00+01:00,90,Friendly,,,,,Liechtenstein,2.75,17.75,20.25,17.5,7.75,12.5,15.75,8.25,11.75,Counter-attacks,23,0,5-3-2,5,3,2,2,10,10,ZUTUPPEEQQUQHE,2000014000.0,A,Cuba,1.0,19.25,21.0,18.5,16.0,9.0,6.5,7.0,9.25,Counter-attacks,17,0,4-3-3,4,3,3,0,-10,9,ZQHEUHUQPEEQQU,2141000,H,36392711,Cub,2025-01-17,CA,F,,hardca,NDNNNN--OWNNN-
67,2025-01-10 20:00:00+01:00,90,Friendly,,,,,Liechtenstein,7.0,4.75,7.5,9.75,6.0,8.75,5.75,9.25,7.5,Normal,0,0,3-5-2,3,5,2,0,0,10,QUEHEZPUPHQQQE,0.0,H,Dawlat Qatar,7.25,14.5,17.0,14.25,13.75,14.5,13.0,9.0,10.75,Counter-attacks,15,0,4-4-2,4,4,2,1,10,12,ZPQEZHUHEHTQEU,3010101000,A,36346350,Daw,2025-01-10,N,F,,bal,NN-N-NNNNNNNN-
68,2025-01-03 20:00:00+01:00,88,Friendly,,,,,Liechtenstein,5.5,7.0,8.25,6.25,11.5,5.25,5.5,7.25,6.5,Normal,0,0,3-5-2,3,5,2,0,0,10,UUEHEPPPUHZTET,400042.0,A,Barbados,9.0,17.25,16.0,17.75,6.75,8.75,8.5,6.5,8.75,Normal,0,0,3-5-2,3,5,2,7,0,9,ZUEUEUHUPPQEPQ,0,H,36198498,Bar,2025-01-03,N,F,,bal,NN-N-NNWNNNW-D
69,2024-12-27 20:00:00+01:00,88,Friendly,,,,,Liechtenstein,4.75,9.25,10.5,10.5,8.5,4.5,7.25,6.0,9.0,Normal,0,0,4-4-2,4,4,2,0,0,11,PQUETHUHEUUUEZ,0.0,H,Deutschland,6.25,21.25,25.0,21.0,9.5,7.5,10.5,7.5,11.75,Counter-attacks,22,0,5-3-2,5,3,2,4,3,11,UPUUHTQEpEHWEH,2000,A,35875866,Deu,2024-12-27,N,F,,bal,NNN-NNNN-NNN-N
70,2024-12-20 20:00:00+01:00,88,Friendly,,,,,Liechtenstein,6.5,10.0,12.25,10.25,7.75,9.25,6.25,7.25,7.25,Normal,0,0,4-4-2,4,4,2,0,0,8,PZUUEZQETQUHEP,1000000320.0,H,LÃ«tzebuerg,5.0,19.5,21.5,20.25,13.5,7.75,14.75,7.0,10.25,Counter-attacks,18,0,4-4-2,4,4,2,1,-10,9,ZQZEUHUUEUQQEQ,44,A,35752525,LÃ«t,2024-12-20,N,F,,bal,NONN-NN-NNMD-N
71,2024-12-13 20:00:00+01:00,88,Nations Cup,7.5754,16.5444,11.1084,15.599,Liechtenstein,9.5,18.5,20.0,19.0,17.5,11.75,16.5,7.25,10.25,Counter-attacks,19,0,4-4-2,4,4,2,4,-7,12,ZUUEUPTQEQQUEU,44000.0,H,Lubnan,15.5,14.25,13.5,10.25,13.5,16.5,11.5,8.5,10.25,Normal,0,0,2-5-3,2,5,3,3,0,17,ZZEEHEHHHQQHQW,130003000,A,35708637,Lub,2024-12-13,CA,NC,7.575386442789974,442ca,NNN-NNNW-WNN-N
72,2024-12-06 20:00:00+01:00,88,Nations Cup,12.4311,12.5659,13.9884,14.9368,Liechtenstein,16.75,16.25,16.0,15.5,13.25,14.75,15.75,8.5,10.75,Normal,0,0,3-5-2,3,5,2,2,0,13,ZQEUEUQHQHQHWE,3000000.0,A,Schweiz,2.75,22.25,20.0,22.25,16.75,11.0,17.0,6.75,10.0,Counter-attacks,18,0,4-3-3,4,3,3,1,-10,10,ZTUEUTQEERQUQU,443141400,H,35662398,Sch,2024-12-06,N,NC,12.431093748813476,bal,NN-N-NMNNNNNN-
73,2024-11-29 20:00:00+01:00,88,Nations Cup,12.6083,15.1936,18.0424,14.7188,Liechtenstein,12.0,14.5,12.25,14.75,16.0,19.0,15.5,9.0,10.5,Normal,0,0,2-5-3,2,5,3,3,0,14,ZUEEEQQHQHQWUH,30003000.0,A,Costa Rica,6.25,21.25,25.0,22.5,6.0,12.5,13.25,8.0,12.0,Counter-attacks,21,0,5-3-2,5,3,2,2,-10,11,ZQPQQUEEPHUEHQ,2000011000,H,35615087,Cos,2024-11-29,N,NC,12.608300909998484,bal,NN---NMNNNMNNN
74,2024-11-22 20:00:00+01:00,88,Nations Cup,12.5595,11.1369,11.3844,10.6419,Liechtenstein,15.0,20.75,20.75,20.0,11.25,11.5,10.75,7.25,10.5,Normal,0,0,3-5-2,3,5,2,4,-10,13,ZPEUEUQHQHQUEU,3000300.0,A,Sakartvelo,12.75,17.25,15.25,10.0,16.75,19.25,14.0,7.75,9.75,Normal,0,0,2-5-3,2,5,3,0,5,13,ZSETEEQPUHQHQH,0,H,35565452,Sak,2024-11-22,N,NC,12.559511381904196,AoD,NN-N-NMNNNMN-N
75,2024-11-15 20:00:00+01:00,88,Nations Cup,9.8405,16.5251,18.7449,16.2784,Liechtenstein,15.0,14.75,12.5,15.0,16.75,19.0,16.5,7.5,9.75,Normal,0,0,2-5-3,2,5,3,1,0,12,ZPEEEUQHHHHHPU,30003000.0,H,Misr,15.25,15.5,15.25,15.75,12.75,13.5,12.25,8.5,11.75,Normal,0,0,3-5-2,3,5,2,1,0,11,ZTEHEHUUQQTUEH,103000300,A,35514398,Mis,2024-11-15,N,NC,9.840466390295626,bal,NN---NMNNNMNNN
76,2024-11-08 20:00:00+01:00,88,Nations Cup,6.5492,19.152,8.1028,19.152,Liechtenstein,8.25,22.0,17.75,22.0,19.5,8.25,19.5,7.0,10.25,Counter-attacks,19,0,4-4-2,4,4,2,0,-6,12,ZUUETTQHETQHEU,440044044.0,H,Saudi Arabia,12.5,21.5,25.75,22.0,8.25,6.75,7.75,7.25,11.5,Normal,0,0,4-5-1,4,5,1,0,-10,11,ZUHEZUHHUZQEHE,2002300032,A,35463456,Sau,2024-11-08,CA,NC,6.5492146559961695,442ca,NNW-WNNW-WNW-W
77,2024-11-01 20:00:00+01:00,88,Nations Cup,10.1336,12.3829,11.8876,13.1259,Liechtenstein,10.25,21.75,23.25,20.75,12.5,12.0,13.25,7.0,10.75,Counter-attacks,18,0,4-4-2,4,4,2,3,-10,12,ZUHETPHHEUQHEW,0.0,A,Brunei,14.5,9.5,10.75,12.25,12.25,19.0,15.5,10.25,10.25,Normal,0,0,2-5-3,2,5,3,2,10,12,ZEQEEUUUUTUUPQ,1000100000,H,35408624,Bru,2024-11-01,CA,NC,10.13362396206503,442ca,NNN-NNNN-NNN-N
78,2024-10-25 20:00:00+02:00,88,Nations Cup,12.4617,10.5128,15.5064,14.4551,Liechtenstein,16.0,14.25,16.0,17.0,10.0,14.75,13.75,6.5,9.5,Normal,0,0,2-5-3,2,5,3,6,0,11,ZETEEPHUHHQHWU,1030000000.0,A,Haiti,13.0,14.25,16.25,16.5,7.0,11.25,15.0,7.0,9.5,Normal,0,0,3-5-2,3,5,2,0,0,14,ZQEHEQHTpUQEQH,3020004,H,35352654,Hai,2024-10-25,N,NC,12.46168743561756,bal,N-O--NMNNNNNNN
79,2024-10-18 20:00:00+02:00,88,Nations Cup,11.8302,9.7115,13.911,18.3731,Liechtenstein,12.75,17.25,16.75,17.0,9.25,13.25,17.5,6.0,10.0,Normal,0,0,3-5-2,3,5,2,0,0,11,ZTETEPUHHHQHEU,2003004000.0,A,Severna Makedonija,6.25,18.75,20.75,19.5,14.75,7.25,14.0,6.5,9.75,Counter-attacks,16,0,4-4-2,4,4,2,1,-4,9,ZQHEHQQQEUQQEU,2002144144,H,35296088,Sev,2024-10-18,N,NC,11.830246626746844,bal,ND-N-NMNNWNN-N
80,2024-10-11 20:00:00+02:00,88,Nations Cup,9.0505,14.4293,11.2228,13.6276,Liechtenstein,9.75,20.5,23.0,20.0,13.5,10.5,12.75,6.25,10.25,Counter-attacks,19,0,4-4-2,4,4,2,0,-8,11,ZPTEHTQHEHQWEU,102100.0,A,Myanmar,6.0,22.0,20.75,22.0,12.5,9.0,13.0,7.5,11.0,Counter-attacks,17,0,5-3-2,5,3,2,0,-10,9,ZHQPUTHEpEPPEU,404012100,H,35217109,Mya,2024-10-11,CA,NC,9.050488117396988,442ca,NNN-NNON-DON-N
81,2024-10-04 20:00:00+02:00,88,Nations Cup,10.9243,15.646,13.8206,15.646,Liechtenstein,11.75,16.5,16.0,15.75,15.0,13.25,15.0,6.25,10.0,Normal,0,0,3-5-2,3,5,2,0,0,12,ZPEUETTHUHQHEU,100.0,A,Malaysia,8.25,24.5,27.5,25.5,9.25,5.5,14.25,6.75,12.0,Counter-attacks,21,0,5-4-1,5,4,1,3,-5,12,ZQUZZQUQpEQEEH,4000214,H,35176067,Mal,2024-10-04,N,NC,10.92434122039083,bal,NN-N-NNNNNON-N
82,2024-09-27 20:00:00+02:00,88,Nations Cup,8.9592,18.0053,18.0053,17.4758,Liechtenstein,11.5,14.0,10.75,12.5,17.0,17.0,16.5,7.5,9.0,Normal,0,0,2-5-3,2,5,3,1,8,11,ZPEEEQTHUHQHUP,1000.0,H,Al Kuwayt,9.0,21.5,24.5,21.75,9.5,6.0,8.0,7.0,11.0,Counter-attacks,15,0,4-5-1,4,5,1,1,-10,9,ZHPEHPUZpHUQEE,2002000,A,35140926,Al ,2024-09-27,N,NC,8.959154836747313,AoA,NN---NNNNNONNN
83,2024-09-20 20:00:00+02:00,88,Nations Cup,9.4363,18.7844,19.5781,19.049,Liechtenstein,12.0,13.75,11.0,13.25,17.75,18.5,18.0,8.5,9.5,Normal,0,0,2-5-3,2,5,3,2,8,12,ZPEEEQTQHHQHUH,1000.0,H,MoÃ§ambique,12.5,18.0,17.5,15.75,12.25,11.75,13.25,7.5,10.5,Normal,0,0,3-5-2,3,5,2,4,3,10,ZQEQEQQUHHUQET,3000302,A,35101537,MoÃ§,2024-09-20,N,NC,9.436254403444243,att,NN---NNNNNONNN
84,2024-09-13 20:00:00+02:00,88,Nations Cup,9.4613,16.9656,14.8775,15.6605,Liechtenstein,11.75,16.0,15.5,15.25,16.25,14.25,15.0,8.25,11.0,Normal,0,0,3-5-2,3,5,2,0,4,12,ZTEUEQUQHHQHEH,1000100.0,H,Comoros,14.0,18.75,18.75,18.5,12.5,12.5,12.75,7.75,10.0,Normal,0,0,3-5-2,3,5,2,2,-4,11,ZUETEQZUQUTUEQ,2020000000,A,34941535,Com,2024-09-13,N,NC,9.461346765743167,bal,NN-N-NONNNON-N
